token_id,window_id,window_start,window_end,token_distance,wind_speed_mean,wind_speed_std,ramp_abs_max,gust_factor,direction_abs_change_mean_deg
0,window_054312_054359,2024-07-07T19:00:00,2024-07-07T22:55:00,1.5827138046483484,5.7633804375,1.6646424536444744,3.0866640000000003,1.9637377963737797,11.968085106382976
0,window_079668_079715,2024-10-03T20:00:00,2024-10-03T23:55:00,1.8554829823156431,5.326638916666667,1.702949459327207,2.0577760000000005,1.93158953722334,14.042553191489361
0,window_100104_100151,2024-12-13T19:00:00,2024-12-13T22:55:00,1.8986341806341798,4.629995999999999,1.8989186585996778,3.086664,1.8629629629629632,12.127659574468087
1,window_055596_055643,2024-07-12T06:00:00,2024-07-12T09:55:00,0.8299422939043789,4.115552,0.6825678715030226,2.0577760000000005,2.0496845425867507,5.531914893617025
1,window_025932_025979,2024-03-31T06:00:00,2024-03-31T09:55:00,0.8506704739112644,3.9869410000000003,0.7462393989020325,2.057776,2.272531769305963,3.6170212765957457
1,window_069420_069467,2024-08-29T06:00:00,2024-08-29T09:55:00,0.9077653497222301,4.849706458333334,0.8048719557116151,1.0288880000000002,1.90939226519337,3.829787234042557
2,window_059724_059771,2024-07-26T14:00:00,2024-07-26T17:55:00,0.8833586391513157,7.084322583333333,0.9864253165477486,1.5433320000000004,1.5975794251134647,5.74468085106383
2,window_010476_010523,2024-02-06T14:00:00,2024-02-06T17:55:00,0.9470760444933368,7.127192916666666,1.0500497233341664,2.0577759999999996,1.7323308270676692,3.617021276595747
2,window_010680_010727,2024-02-07T07:00:00,2024-02-07T10:55:00,0.9719709687508256,6.977146749999999,0.9845603964034424,2.5722199999999997,1.9170506912442398,3.4042553191489375
3,window_043512_043559,2024-05-31T07:00:00,2024-05-31T10:55:00,1.2676505178111468,3.236710166666667,1.1501320269038562,2.57222,2.811535315690879,8.297872340425533
3,window_088440_088487,2024-11-03T07:00:00,2024-11-03T10:55:00,1.341455045764001,3.0169997083333335,0.7569692361680559,2.57222,3.4518560532561153,14.042553191489361
3,window_075984_076031,2024-09-21T01:00:00,2024-09-21T04:55:00,1.3817464323214301,2.8080068333333332,0.8907852833528247,2.57222,4.502192626279033,17.23404255319149
4,window_007140_007187,2024-01-26T00:00:00,2024-01-26T03:55:00,1.246328080504185,1.671943,1.1334319435227096,2.57222,4.615384615384616,26.80851063829787
4,window_082188_082235,2024-10-12T14:00:00,2024-10-12T17:55:00,1.3740338257763658,1.5218968333333336,1.2289287848696953,2.057776,5.341308122708854,31.276595744680854
4,window_098100_098147,2024-12-06T20:00:00,2024-12-06T23:55:00,1.5203359043029316,1.6826605833333332,1.1490828868568737,2.057776,5.057590659537271,19.361702127659573
5,window_016920_016967,2024-02-28T23:00:00,2024-02-29T02:55:00,0.9158556900490231,5.005111416666667,1.0695589720892718,2.057776,1.6673804425410421,4.468085106382981
5,window_014028_014075,2024-02-18T22:00:00,2024-02-19T01:55:00,0.97508886322353,4.5228201666666665,1.0961316333463964,2.0577759999999996,2.04739336492891,5.319148936170213
5,window_029880_029927,2024-04-13T23:00:00,2024-04-14T02:55:00,1.07442249271119,5.273051,0.8498712453564167,2.0577760000000005,1.75609756097561,8.723404255319148
6,window_010884_010931,2024-02-08T00:00:00,2024-02-08T03:55:00,2.3563156608009423,10.203139333333334,1.1423154077919502,2.5722199999999997,1.714285714285714,3.8297872340425556
6,window_010896_010943,2024-02-08T01:00:00,2024-02-08T04:55:00,2.4350687012732886,9.892329416666666,1.1657558303305458,2.5722199999999997,1.7681473456121344,3.4042553191489398
6,window_041928_041975,2024-05-25T19:00:00,2024-05-25T22:55:00,2.448720079725725,10.830117958333334,1.4825075596366275,2.5722199999999997,1.5675408213755566,5.31914893617021
7,window_008676_008723,2024-01-31T08:00:00,2024-01-31T11:55:00,1.0246268856631426,3.4081914999999996,0.9010422164577436,2.057776,2.4246401670519804,4.255319148936169
7,window_029976_030023,2024-04-14T07:00:00,2024-04-14T10:55:00,1.061282656919614,3.6814898750000005,0.9768740624561427,2.057776,2.318169987564706,9.574468085106385
7,window_090468_090515,2024-11-10T08:00:00,2024-11-10T11:55:00,1.0707293036249668,3.944070666666667,0.6219892953768489,1.543332,2.069133135295706,5.1063829787234045
